period,programme,scheme,scheme_description,basis,nationality_code,nationality,recipients
2016Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,00,All,96803
2016Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,01,Irish nationals,90029
2016Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,03,United Kingdom,4744
2016Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),482
2016Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),863
2016Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,06,Other nationals,685
2016Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,00,All,121956
2016Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,01,Irish nationals,117299
2016Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,03,United Kingdom,2660
2016Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),472
2016Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),921
2016Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,06,Other nationals,604
2016Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,00,All,50178
2016Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,01,Irish nationals,44119
2016Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,03,United Kingdom,3567
2016Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),349
2016Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),1405
2016Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,06,Other nationals,738
2016Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,00,All,82205
2016Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,01,Irish nationals,79860
2016Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,03,United Kingdom,1790
2016Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),229
2016Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),198
2016Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,06,Other nationals,128
2016Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,00,All,49655
2016Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,01,Irish nationals,33132
2016Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,03,United Kingdom,2220
2016Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),807
2016Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),9409
2016Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,06,Other nationals,4087
2016Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,00,All,30978
2016Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,01,Irish nationals,25170
2016Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,03,United Kingdom,629
2016Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),694
2016Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),3666
2016Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,06,Other nationals,819
2016Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,00,All,42786
2016Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,01,Irish nationals,36690
2016Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,03,United Kingdom,1227
2016Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),230
2016Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),3203
2016Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,06,Other nationals,1436
2016Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,00,All,4429
2016Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,01,Irish nationals,3775
2016Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,03,United Kingdom,105
2016Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),86
2016Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),377
2016Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,06,Other nationals,86
2016Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,00,All,263334
2016Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,01,Irish nationals,217031
2016Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,03,United Kingdom,11003
2016Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),2655
2016Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),25075
2016Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,06,Other nationals,7570
2016Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,00,All,59012
2016Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,01,Irish nationals,48863
2016Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,03,United Kingdom,1664
2016Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1195
2016Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),6682
2016Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,06,Other nationals,608
2016Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,00,All,1577
2016Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,01,Irish nationals,1212
2016Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,03,United Kingdom,122
2016Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),22
2016Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),177
2016Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,06,Other nationals,44
2017Q1,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,00,All,14446
2017Q1,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,01,Irish nationals,11849
2017Q1,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,03,United Kingdom,523
2017Q1,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),95
2017Q1,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),1704
2017Q1,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,06,Other nationals,275
2017Q1,Children,CB,Child Benefit,Social Assistance,00,All,632950
2017Q1,Children,CB,Child Benefit,Social Assistance,01,Irish nationals,509530
2017Q1,Children,CB,Child Benefit,Social Assistance,03,United Kingdom,20890
2017Q1,Children,CB,Child Benefit,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),10026
2017Q1,Children,CB,Child Benefit,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),67492
2017Q1,Children,CB,Child Benefit,Social Assistance,06,Other nationals,25012
2017Q1,Children,FIS,Family Income Supplement,Social Assistance,00,All,62527
2017Q1,Children,FIS,Family Income Supplement,Social Assistance,01,Irish nationals,44937
2017Q1,Children,FIS,Family Income Supplement,Social Assistance,03,United Kingdom,2177
2017Q1,Children,FIS,Family Income Supplement,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),685
2017Q1,Children,FIS,Family Income Supplement,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),12854
2017Q1,Children,FIS,Family Income Supplement,Social Assistance,06,Other nationals,1874
2017Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,00,All,73839
2017Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,01,Irish nationals,67574
2017Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,03,United Kingdom,3210
2017Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),270
2017Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),1828
2017Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,06,Other nationals,957
2017Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,00,All,3212
2017Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,01,Irish nationals,2921
2017Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,03,United Kingdom,79
2017Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),26
2017Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),162
2017Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,06,Other nationals,24
2017Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,00,All,94473
2017Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,01,Irish nationals,82173
2017Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,03,United Kingdom,2426
2017Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),827
2017Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),8239
2017Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,06,Other nationals,808
2017Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,00,All,129969
2017Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,01,Irish nationals,117906
2017Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,03,United Kingdom,5457
2017Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),580
2017Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),4501
2017Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,06,Other nationals,1525
2017Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,00,All,57433
2017Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,01,Irish nationals,54539
2017Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,03,United Kingdom,1363
2017Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),215
2017Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),1173
2017Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,06,Other nationals,143
2017Q1,Pensions,SPC,State Pension Contributory,Social Insurance,00,All,381765
2017Q1,Pensions,SPC,State Pension Contributory,Social Insurance,01,Irish nationals,369657
2017Q1,Pensions,SPC,State Pension Contributory,Social Insurance,03,United Kingdom,8476
2017Q1,Pensions,SPC,State Pension Contributory,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1492
2017Q1,Pensions,SPC,State Pension Contributory,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),606
2017Q1,Pensions,SPC,State Pension Contributory,Social Insurance,06,Other nationals,1534
2017Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,00,All,96670
2017Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,01,Irish nationals,89778
2017Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,03,United Kingdom,4796
2017Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),491
2017Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),892
2017Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,06,Other nationals,713
2017Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,00,All,122492
2017Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,01,Irish nationals,117717
2017Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,03,United Kingdom,2710
2017Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),477
2017Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),960
2017Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,06,Other nationals,628
2017Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,00,All,51791
2017Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,01,Irish nationals,45473
2017Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,03,United Kingdom,3676
2017Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),363
2017Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),1488
